office,district,votefor,candidate,party,votes,type,winner
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,MARK FRIER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,MICHAEL LAROCK, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,MICK O'BRIEN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,PAM BECKER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,PATRICK TURNER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,SKIP FLANDERS, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,STEPHANIE BRINKMAN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,T. J. KINGSBURY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,TOM CAHALAN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,WILLIAM WOODRUFF, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 1 REP,1,SARA COFFEY,DEMOCRATIC,1256,Registered,False
STATE REPRESENTATIVE,WINDHAM 1 REP,1,PATRICK GILLIGAN,REPUBLICAN,665,Registered,False
STATE REPRESENTATIVE,WINDHAM 1 REP,1,WILL WOHNUS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,EMILIE KORNHEISER,DEM/PROG,1473,Registered,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,ANDREW COTREL, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,EDMOND LAFLAME, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,JIM DOUGLAS, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,JOE POWERS, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,JUDITH MALLOY, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,LIZ MORTON, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,MOLLIE BURKE, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,NANCI WEST, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,ROGER CARROLL, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,TERRY MARTIN, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,TYLER MAAS, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,VALERIE STUART, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-1 REP,1,WAYNE ESTEY, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 2-2 REP,1,MOLLIE S. BURKE,PROG/DEM,1491,Registered,False
STATE REPRESENTATIVE,WINDHAM 2-3 REP,1,TRISTAN TOLENO,DEMOCRATIC,1530,Registered,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,CAROLYN W. PARTRIDGE,DEMOCRATIC,1921,Registered,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,MATTHEW A. TRIEBER,DEMOCRATIC,1821,Registered,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,ARTHUR SCHBART, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,GUY TANZA, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,KERRY BOURNE, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,PATRICK GILLIGAN, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,STEPHAN MORSE, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,TOM STAATS, ,0,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,CHRIS MOORE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,S.GOLEC, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,ALEX STRADLING, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,CHRIS COTA, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,CHRIS MOORE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,DAN SHAUGHNESSY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,DAVID NOYES, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,DENNIS THOMPSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,DONALD B TAYLOR, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,ELISABETH BERG, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,JAMES SMITH, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,JEREMY KIMBALL, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,JOSH HEARNE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,MANDY WALSH FISCHETTI, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,MAUREEN MITCHELL, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,PAUL OBUCHOWSKI, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,PAUL REIS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,RICH WATKINS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,RYAN DEMPSEY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,STANTON SCOTT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,STEPHEN JAMES, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,STEVE HEARNE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,STEVE WOOD, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,SUSAM HAMMOND, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,TERRY REIS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,THEO KOVALOFF, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,YACHNE NILGES, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,DAN DEWALT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 3 REP,2,ROBERT BINGHAM, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,NADER HASHIM,DEMOCRATIC,2786,Registered,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,MIKE MROWICKI,DEMOCRATIC,2786,Registered,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,BERT WILKINS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,BILL MCAULIFFE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,CINDY JEROME, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,HENRY FARNUM, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,JACKQUELINE FLECK, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,MAGGIE CASSIDY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,NATE SMEAD, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,QUINN O'REILLY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 4 REP,2,THOMAS SIMON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,EMILY LONG,DEMOCRATIC,1641,Registered,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,CHRISTOPHER RIDDLE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,DAN MACARTHUR, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,JOHN SMITH, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,LESTER FRENCH, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,PATRICK GILLIGAN, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,TYLER COLFORD, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,CLIFF PASSINO, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,CRAIG HUNT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,DAN DEWALT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,HOWARD CUTTS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,JOHN EVANS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,RICHARD BENSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,RICK HEGE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,ROBERT BACKUS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,SALLY CUTTS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 5 REP,1,SEAN MEAGHER, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,JOHN GANNON,DEMOCRATIC,1251,Registered,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,BILL PUSEY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,BRUCE BUSA, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,DAVID TOWLER, ,3,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,JOHN MORRISON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,JOSEPH BROWN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,KAREN SETTANNI, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,KEITH BRONSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,KEITH STERN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,KEITH STONE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,LEE THOMPSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,PATRICK GILLIGAN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,PATRICK HERRY, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,WILLIAM BANTA, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,AMY MORNEAULT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,BEVERLY STONE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,CHRISTOPHER EILERS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,JOHN BETIT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,JON COHEN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,LAURA SIBILIA, ,3,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,PATRICK GILLIGAN, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,RANDY QUADE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,ROBERT LAMBERT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM 6 REP,1,TYLER COLFORD, ,3,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,LAURA SIBILIA,INDEPENDENT,1377,Registered,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,BILL BIRCH, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,BRUCE BUSA, ,4,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,ERIC HUNT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,JOEL PASZKO, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,JOHN MORAN, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,KEVIN HOYT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,LARRY HOPKINS, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,O'CONNOR, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,RODNEY EILERS, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,TARL WARWICK, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,AARON MALACHUK, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,DAN POTVIN, ,3,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,JOHN MORAN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,BOB ARMS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,BOB BACKUS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,JOHN MORAN, ,17,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,LESLEY MINEARO, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,PEARL DEWEY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,ROBERT GRAHAM, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON REP,1,SONNY BROWN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,KELLY M. PAJALA,INDEPENDENT,1852,Registered,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,CHAD STODDARD, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,CHRISTOPHER LEWIS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,DAVID CARRIVEAU, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,EMMETT DUNBAR, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,JAMES TWITCHELL, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,OLIVER OLSEN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,TOM LONGO, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,BRYCE DERNIER, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,CARLENE LINDGREN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,JENNIFER GRISWOLD, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,PETER DERNIER, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,TIM GOODWIN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,BETH GRANT, ,2,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,CHRISTIE MACKENZIE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,JENNIFER SAMUELSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,OLIVER OLSEN, ,3,Write-in,False
STATE REPRESENTATIVE,WINDHAM-BENNINGTON-WINDSOR REP,1,STUART COLEMAN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,JOHN BARTHOLOMEW,DEMOCRATIC,2218,Registered,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,ZACHARIAH RALPH,PROG/DEM,2040,Registered,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,WESLEY RANEY,REPUBLICAN,1152,Registered,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,BILL LEY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,GARY BLAKE, ,2,Write-in,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,MIKE KELL, ,4,Write-in,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,PAUL BELASKI, ,3,Write-in,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,EUGENE DRISCOLL, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,GARY BARNETT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,MARK BEAULIEW, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,MICHAEL KELL, ,2,Write-in,False
STATE REPRESENTATIVE,WINDSOR 1 REP,2,PAUL BELASKI, ,16,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,ANNMARIE CHRISTENSEN,DEMOCRATIC,1206,Registered,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,BETH GRAY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,GARY RICHARDSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,H. BROOKE PAIGE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,JERRY KALANGES, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,JOHN RIBIERO, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,KERR, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,LAWRENCE ZUPAN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,MIKE HEFF, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,MIKE KELL, ,77,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,MIKE TODD, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,RICHARD ALDRICH, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,STEW LINDBERG, ,2,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,TREVOR BARLOW, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,WAYNE TOWNSEND, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 2 REP,1,WILL HUNTER, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,THOMAS A. BOCK,DEMOCRATIC,1351,Registered,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,CRIS ERICSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,GLENN MASSEY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,HUNTERD THOMSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,MARK GORDON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,AMY MOSHER, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,BERNIE SANDERS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,BRIAN WALDO, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,DANIEL COTE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,DAVID CAHILL, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,DAVID THOMAS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,DEREK SUURSOO, ,4,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,ELIZABETH GRAG, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,FRANK CARLETON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,HANK MAUTI, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,JACK WILLIAMS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,JOHN DEBENEDETTI, ,3,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,JOHN SHANGRAW, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,JULIE HANCE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,KENNETH BARRETT, ,2,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,LAWRENCE ZUPAN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,MONA FRYE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,PENELLOPE COTE, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,RANDY GRAY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,RICHARD CLOUD, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,ROY SPAULDING, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,SCOTT BLAIR, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,SCOTT RANNEY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,SCOTT WENDELL, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-1 REP,1,THOMAS SIMMONS, ,3,Write-in,False
STATE REPRESENTATIVE,WINDSOR 3-2 REP,2,ALICE M. EMMONS,DEMOCRATIC,1470,Registered,False
STATE REPRESENTATIVE,WINDSOR 3-2 REP,2,"ROBERT ""BOB"" FORGUITES",DEMOCRATIC,1290,Registered,False
STATE REPRESENTATIVE,WINDSOR 3-2 REP,2,ELIZABETH GRAY,REPUBLICAN,1138,Registered,False
STATE REPRESENTATIVE,WINDSOR 3-2 REP,2,GEORGE T. MCNAUGHTON,PROGRESSIVE,774,Registered,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,RANDALL SZOTT,DEM/PROG,1686,Registered,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,C HICKS, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,D TRUMP, ,2,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,L GARSH, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,S CONTI, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,S KENT, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,T JOHNSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,T PLATNER, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,T RHOADES, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,T ZAGAR, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,UNICORN, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,ALLISON CLARKSON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-1 REP,1,FRED DOTEN SR, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 4-2 REP,2,"KEVIN ""COACH"" CHRISTIE",DEMOCRATIC,2309,Registered,False
STATE REPRESENTATIVE,WINDSOR 4-2 REP,2,REBECCA WHITE,DEMOCRATIC,2315,Registered,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,CHARLIE KIMBELL,DEMOCRATIC,1953,Registered,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,ALLISON CHART, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,DICK SCHULTZ, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,EDWIN ROYCE, ,2,Write-in,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,HOWARD SANDERSON JR, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,JOHN  SMITH, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,KEITH CAPPELLINI, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,KEITH TALLON, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,MIKE KELL, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR 5 REP,1,WELLER, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 1 REP,1,DAVID M. AINSWORTH,REPUBLICAN,684,Registered,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 1 REP,1,JOHN O'BRIEN,DEMOCRATIC,1157,Registered,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 1 REP,1,BOB HULL, ,0,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 1 REP,1,HAL COLSTON, ,0,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 1 REP,1,SANDY EL HAGE, ,0,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,TIM BRIGLIN,DEMOCRATIC,3331,Registered,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,NICK CLARK,PROGRESSIVE,726,Registered,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,JOHN FREITAG,INDEPENDENT,838,Registered,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,JIM MASLAND,DEMOCRATIC,3019,Registered,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,JILL WILCOX,PROGRESSIVE,552,Registered,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,"BACON, JASON", ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,"GERE, ROBERT", ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,"PAIGE, H. BROOKE", ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,"STONE, DOUG", ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,"WATSON, JASON", ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,BILL ROMANO, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,CASEY GRIGSBY, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,DAVID AINSWORTH, ,2,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,ERIC FOSTER, ,1,Write-in,False
STATE REPRESENTATIVE,WINDSOR-ORANGE 2 REP,2,MARK DONKA, ,1,Write-in,False
